Date,Close
1/2/2020 16:00:00,1948.09
1/3/2020 16:00:00,1943.87
1/6/2020 16:00:00,1945.21
1/7/2020 16:00:00,1940.56
1/8/2020 16:00:00,1955.42
1/9/2020 16:00:00,1974.65
1/10/2020 16:00:00,1966.24
1/13/2020 16:00:00,1986.8
1/14/2020 16:00:00,1979.91
1/15/2020 16:00:00,1996.25
1/16/2020 16:00:00,2016.74
1/17/2020 16:00:00,2020.46
1/21/2020 16:00:00,2019.47
1/22/2020 16:00:00,2032.12
1/23/2020 16:00:00,2032.54
1/24/2020 16:00:00,2021.93
1/27/2020 16:00:00,2003.71
1/28/2020 16:00:00,2027.95
1/29/2020 16:00:00,2033.6
1/30/2020 16:00:00,2056.69
1/31/2020 16:00:00,2018.01
2/3/2020 16:00:00,2037.56
2/4/2020 16:00:00,2069.07
2/5/2020 16:00:00,2070.03
2/6/2020 16:00:00,2072.06
2/7/2020 16:00:00,2054.58
2/10/2020 16:00:00,2069.2
2/11/2020 16:00:00,2067.62
2/12/2020 16:00:00,2082.28
2/13/2020 16:00:00,2096.52
2/14/2020 16:00:00,2115.53
2/18/2020 16:00:00,2109.48
2/19/2020 16:00:00,2123.19
2/20/2020 16:00:00,2120.34
2/21/2020 16:00:00,2082.88
2/24/2020 16:00:00,2036.44
2/25/2020 16:00:00,1969.89
2/26/2020 16:00:00,1958.72
2/27/2020 16:00:00,1886.35
2/28/2020 16:00:00,1876.06
3/2/2020 16:00:00,1945.8
3/3/2020 16:00:00,1892.83
3/4/2020 16:00:00,1966.14
3/5/2020 16:00:00,1907.14
3/6/2020 16:00:00,1858.44
3/9/2020 16:00:00,1716.05
3/10/2020 16:00:00,1791.6
3/11/2020 16:00:00,1691.71
3/12/2020 16:00:00,1535.71
3/13/2020 16:00:00,1659.41
3/16/2020 16:00:00,1448.87
3/17/2020 16:00:00,1511.17
3/18/2020 16:00:00,1363.02
3/19/2020 16:00:00,1410.06
3/20/2020 16:00:00,1342.27
3/23/2020 16:00:00,1285.46
3/24/2020 16:00:00,1437.28
3/25/2020 16:00:00,1479.54
3/26/2020 16:00:00,1576.74
3/27/2020 16:00:00,1523.54
3/30/2020 16:00:00,1561.7
3/31/2020 16:00:00,1516.19
4/1/2020 16:00:00,1433.04
4/2/2020 16:00:00,1450.33
4/3/2020 16:00:00,1427.39
4/6/2020 16:00:00,1550.29
4/7/2020 16:00:00,1551
4/8/2020 16:00:00,1612.12
4/9/2020 16:00:00,1662.62
4/13/2020 16:00:00,1611.02
4/14/2020 16:00:00,1649.11
4/15/2020 16:00:00,1599.49
4/16/2020 16:00:00,1597.61
4/17/2020 16:00:00,1666.74
4/20/2020 16:00:00,1634.27
4/21/2020 16:00:00,1580.16
4/22/2020 16:00:00,1620.22
4/23/2020 16:00:00,1621.19
4/24/2020 16:00:00,1639.97
4/27/2020 16:00:00,1701.89
4/28/2020 16:00:00,1704.98
4/29/2020 16:00:00,1778.73
4/30/2020 16:00:00,1740.14
5/1/2020 16:00:00,1693.33
5/4/2020 16:00:00,1697.46
5/5/2020 16:00:00,1726.25
5/6/2020 16:00:00,1708.03
5/7/2020 16:00:00,1754.46
5/8/2020 16:00:00,1776.22
5/11/2020 16:00:00,1761.1
5/12/2020 16:00:00,1716.2
5/13/2020 16:00:00,1674.39
5/14/2020 16:00:00,1701.67
5/15/2020 16:00:00,1710.29
5/18/2020 16:00:00,1790.38
5/19/2020 16:00:00,1768.64
5/20/2020 16:00:00,1809.37
5/21/2020 16:00:00,1785.33
5/22/2020 16:00:00,1792.2
5/26/2020 16:00:00,1830.17
5/27/2020 16:00:00,1856.33
5/28/2020 16:00:00,1843.04
5/29/2020 16:00:00,1857.96
6/1/2020 16:00:00,1881.42
6/2/2020 16:00:00,1906.23
6/3/2020 16:00:00,1945.87
6/4/2020 16:00:00,1930.67
6/5/2020 16:00:00,1992.27
6/8/2020 16:00:00,2015.22
6/9/2020 16:00:00,1984.92
6/10/2020 16:00:00,1961.83
6/11/2020 16:00:00,1831.65
6/12/2020 16:00:00,1871.76
6/15/2020 16:00:00,1890.01
6/16/2020 16:00:00,1923.4
6/17/2020 16:00:00,1912.17
6/18/2020 16:00:00,1915.54
6/19/2020 16:00:00,1898.38
6/22/2020 16:00:00,1917.83
6/23/2020 16:00:00,1923.1
6/24/2020 16:00:00,1854.27
6/25/2020 16:00:00,1892.49
6/26/2020 16:00:00,1853.29
6/29/2020 16:00:00,1881.51
6/30/2020 16:00:00,1912.05
7/1/2020 16:00:00,1923.51
7/2/2020 16:00:00,1920.55
7/6/2020 16:00:00,1939.7
7/7/2020 16:00:00,1911.64
7/8/2020 16:00:00,1933.7
7/9/2020 16:00:00,1907.64
7/10/2020 16:00:00,1918.91
7/13/2020 16:00:00,1892.02
7/14/2020 16:00:00,1911.32
7/15/2020 16:00:00,1968.41
7/16/2020 16:00:00,1958.04
7/17/2020 16:00:00,1969.64
7/20/2020 16:00:00,1977.17
7/21/2020 16:00:00,1986.28
7/22/2020 16:00:00,2003.46
7/23/2020 16:00:00,1992.41
7/24/2020 16:00:00,1969.6
7/27/2020 16:00:00,1979.81
7/28/2020 16:00:00,1955.85
7/29/2020 16:00:00,2009.43
7/30/2020 16:00:00,1994.8
7/31/2020 16:00:00,1993.49
8/3/2020 16:00:00,2000.03
8/4/2020 16:00:00,2001.04
8/5/2020 16:00:00,2028.66
8/6/2020 16:00:00,2048.41
8/7/2020 16:00:00,2049.75
8/10/2020 16:00:00,2037.24
8/11/2020 16:00:00,2033.22
8/12/2020 16:00:00,2040.13
8/13/2020 16:00:00,2040.59
8/14/2020 16:00:00,2036.43
8/17/2020 16:00:00,2045.97
8/18/2020 16:00:00,2040.21
8/19/2020 16:00:00,2029.5
8/20/2020 16:00:00,2024.2
8/21/2020 16:00:00,2017.14
8/24/2020 16:00:00,2042.04
8/25/2020 16:00:00,2048.05
8/26/2020 16:00:00,2045.33
8/27/2020 16:00:00,2059.53
8/28/2020 16:00:00,2070.22
8/31/2020 16:00:00,2052.36
9/1/2020 16:00:00,2074.71
9/2/2020 16:00:00,2098.85
9/3/2020 16:00:00,2034.87
9/4/2020 16:00:00,2002.75
9/8/2020 16:00:00,1948.92
9/9/2020 16:00:00,1972.34
9/10/2020 16:00:00,1936.42
9/11/2020 16:00:00,1929.44
9/14/2020 16:00:00,1966.83
9/15/2020 16:00:00,1975.32
9/16/2020 16:00:00,1981.37
9/17/2020 16:00:00,1979.43
9/18/2020 16:00:00,1969.75
9/21/2020 16:00:00,1942.77
9/22/2020 16:00:00,1958.27
9/23/2020 16:00:00,1904.93
9/24/2020 16:00:00,1906.36
9/25/2020 16:00:00,1936.9
9/28/2020 16:00:00,1973.89
9/29/2020 16:00:00,1965.22
9/30/2020 16:00:00,1966.18
10/1/2020 16:00:00,1992.75
10/2/2020 16:00:00,1996.93
10/5/2020 16:00:00,2026.21
10/6/2020 16:00:00,2014.55
10/7/2020 16:00:00,2031.71
10/8/2020 16:00:00,2063.27
10/9/2020 16:00:00,2075.44
10/12/2020 16:00:00,2092.64
10/13/2020 16:00:00,2086.66
10/14/2020 16:00:00,2075.02
10/15/2020 16:00:00,2078.35
10/16/2020 16:00:00,2082.81
10/19/2020 16:00:00,2052.61
10/20/2020 16:00:00,2057.43
10/21/2020 16:00:00,2048.96
10/22/2020 16:00:00,2060.74
10/23/2020 16:00:00,2062.03
10/26/2020 16:00:00,2009.01
10/27/2020 16:00:00,1984.96
10/28/2020 16:00:00,1925.11
10/29/2020 16:00:00,1952.67
10/30/2020 16:00:00,1933.63
11/2/2020 16:00:00,1965.94
11/3/2020 16:00:00,2015.62
11/4/2020 16:00:00,2063.28
11/5/2020 16:00:00,2092.77
11/6/2020 16:00:00,2084.12
11/9/2020 16:00:00,2159.55
11/10/2020 16:00:00,2150.37
11/11/2020 16:00:00,2149.11
11/12/2020 16:00:00,2114.4
11/13/2020 16:00:00,2152.03
11/16/2020 16:00:00,2184.71
11/17/2020 16:00:00,2186.83
11/18/2020 16:00:00,2178.43
11/19/2020 16:00:00,2192.68
11/20/2020 16:00:00,2195.74
11/23/2020 16:00:00,2226.82
11/24/2020 16:00:00,2251.91
11/25/2020 16:00:00,2262.93
11/27/2020 13:00:00,2264.83
11/30/2020 16:00:00,2250.92
12/1/2020 16:00:00,2270.78
12/2/2020 16:00:00,2279.76
12/3/2020 16:00:00,2290.1
12/4/2020 16:00:00,2329.48
12/7/2020 16:00:00,2338.07
12/8/2020 16:00:00,2336.11
12/9/2020 16:00:00,2326.61
12/10/2020 16:00:00,2333.71
12/11/2020 16:00:00,2326.36
12/14/2020 16:00:00,2315.24
12/15/2020 16:00:00,2349.64
12/16/2020 16:00:00,2350.51
12/17/2020 16:00:00,2377.05
12/18/2020 16:00:00,2378.95
12/21/2020 16:00:00,2373.84
12/22/2020 16:00:00,2367.95
12/23/2020 16:00:00,2371.54
12/24/2020 13:00:00,2387.51
12/28/2020 16:00:00,2389.13
12/29/2020 16:00:00,2370.81
12/30/2020 16:00:00,2387.26
12/31/2020 16:00:00,2422.86
1/4/2021 16:00:00,2385.72
1/5/2021 16:00:00,2390.17
1/6/2021 16:00:00,2437.33
1/7/2021 16:00:00,2460
1/8/2021 16:00:00,2475.92
1/11/2021 16:00:00,2445.1
1/12/2021 16:00:00,2436.37
1/13/2021 16:00:00,2424.98
1/14/2021 16:00:00,2397.54
1/15/2021 16:00:00,2375.91
1/19/2021 16:00:00,2398.73
1/20/2021 16:00:00,2418.89
1/21/2021 16:00:00,2402.4
1/22/2021 16:00:00,2386.82
1/25/2021 16:00:00,2367.34
1/26/2021 16:00:00,2356.85
1/27/2021 16:00:00,2298.84
1/28/2021 16:00:00,2344.6
1/29/2021 16:00:00,2298.65
2/1/2021 16:00:00,2360.73
2/2/2021 16:00:00,2412.73
2/3/2021 16:00:00,2405.27
2/4/2021 16:00:00,2456.75
2/5/2021 16:00:00,2455.38
2/8/2021 16:00:00,2479.06
2/9/2021 16:00:00,2473.01
2/10/2021 16:00:00,2465.11
2/11/2021 16:00:00,2463.87
2/12/2021 16:00:00,2478.13
2/16/2021 16:00:00,2488.71
2/17/2021 16:00:00,2495.65
2/18/2021 16:00:00,2486.81
2/19/2021 16:00:00,2488.21
2/22/2021 16:00:00,2470.01
2/23/2021 16:00:00,2464.43
2/24/2021 16:00:00,2491.87
2/25/2021 16:00:00,2434.92
2/26/2021 16:00:00,2412.83
3/1/2021 16:00:00,2476.28
3/2/2021 16:00:00,2462.06
3/3/2021 16:00:00,2443.91
3/4/2021 16:00:00,2405.33