"Date","Price","Open","High","Low","Vol.","Change %"
"01/29/2021","1,875.70","1,907.16","1,923.57","1,871.81","","-2.05%"
"01/28/2021","1,915.04","1,982.38","1,984.52","1,905.02","","-3.63%"
"01/27/2021","1,987.26","1,969.13","2,021.45","1,937.41","","0.88%"
"01/26/2021","1,970.02","1,963.15","1,977.86","1,949.47","","0.21%"
"01/25/2021","1,965.86","1,946.24","2,014.99","1,942.26","","1.12%"
"01/22/2021","1,944.04","1,929.91","1,945.39","1,915.89","","0.69%"
"01/21/2021","1,930.78","1,926.09","1,936.54","1,920.76","","0.35%"
"01/20/2021","1,923.99","1,899.84","1,934.09","1,897.94","","1.56%"
"01/19/2021","1,894.53","1,850.30","1,896.06","1,848.57","","2.67%"
"01/18/2021","1,845.32","1,845.08","1,846.43","1,841.92","","-0.18%"
"01/15/2021","1,848.60","1,868.31","1,875.45","1,845.47","","-1.22%"
"01/14/2021","1,871.49","1,834.62","1,873.11","1,823.37","","1.93%"
"01/13/2021","1,836.09","1,839.23","1,843.73","1,831.28","","0.13%"
"01/12/2021","1,833.63","1,836.54","1,843.17","1,829.85","","-0.19%"
"01/11/2021","1,837.12","1,834.12","1,842.82","1,816.61","","-0.03%"
"01/08/2021","1,837.65","1,816.47","1,846.39","1,814.55","","1.53%"
"01/07/2021","1,809.93","1,766.99","1,811.53","1,762.51","","2.84%"
"01/06/2021","1,759.92","1,767.70","1,777.13","1,749.53","","-0.45%"
"01/05/2021","1,767.92","1,748.62","1,769.78","1,746.80","","1.12%"
"01/04/2021","1,748.35","1,755.16","1,778.26","1,736.12","","-0.32%"
"12/31/2020","1,754.01","1,757.99","1,758.50","1,747.11","","-0.19%"
"12/30/2020","1,757.43","1,743.88","1,761.06","1,741.82","","0.99%"
"12/29/2020","1,740.13","1,748.93","1,763.29","1,736.04","","-0.09%"
"12/28/2020","1,741.73","1,743.96","1,759.66","1,741.45","","-0.05%"
"12/24/2020","1,742.68","1,743.87","1,748.04","1,738.58","","0.20%"
"12/23/2020","1,739.25","1,732.96","1,748.69","1,731.57","","0.45%"
"12/22/2020","1,731.41","1,715.55","1,733.71","1,713.39","","0.64%"
"12/21/2020","1,720.45","1,725.96","1,726.82","1,695.73","","-0.45%"
"12/18/2020","1,728.23","1,727.14","1,733.79","1,720.50","","-0.04%"
"12/17/2020","1,728.91","1,707.05","1,728.91","1,706.01","","1.32%"
"12/16/2020","1,706.38","1,698.67","1,708.68","1,697.48","","0.53%"
"12/15/2020","1,697.38","1,679.75","1,698.29","1,679.28","","0.97%"
"12/14/2020","1,681.07","1,677.93","1,693.19","1,677.04","","0.27%"
"12/11/2020","1,676.50","1,679.18","1,681.97","1,662.36","","-0.20%"
"12/10/2020","1,679.81","1,671.25","1,681.95","1,654.21","","0.27%"
"12/09/2020","1,675.35","1,694.58","1,706.19","1,668.44","","-1.03%"
"12/08/2020","1,692.81","1,687.84","1,697.16","1,686.63","","0.27%"
"12/07/2020","1,688.32","1,689.46","1,697.75","1,684.18","","-0.32%"
"12/04/2020","1,693.76","1,663.14","1,694.15","1,660.09","","1.87%"
"12/03/2020","1,662.70","1,649.08","1,668.37","1,647.88","","0.84%"
"12/02/2020","1,648.77","1,646.73","1,650.47","1,631.75","","0.35%"
"12/01/2020","1,642.94","1,634.04","1,658.17","1,633.09","","0.70%"
"11/30/2020","1,631.52","1,654.32","1,657.14","1,623.73","","-1.45%"
"11/27/2020","1,655.57","1,632.07","1,660.93","1,629.83","","1.76%"
"11/26/2020","1,627.01","1,622.72","1,628.07","1,623.91","","0.26%"
"11/25/2020","1,622.72","1,603.14","1,625.50","1,595.59","","1.32%"
"11/24/2020","1,601.58","1,586.18","1,602.27","1,584.79","","1.35%"
"11/23/2020","1,580.17","1,571.01","1,583.24","1,568.12","","0.66%"
"11/20/2020","1,569.86","1,558.52","1,575.57","1,557.51","","0.82%"
"11/19/2020","1,557.11","1,535.09","1,558.80","1,532.73","","1.28%"
"11/18/2020","1,537.46","1,541.73","1,549.81","1,535.45","","-0.18%"
"11/17/2020","1,540.18","1,533.85","1,542.47","1,526.40","","0.61%"
"11/16/2020","1,530.91","1,514.64","1,531.61","1,513.42","","1.87%"
"11/13/2020","1,502.88","1,490.87","1,508.36","1,489.45","","0.46%"
"11/12/2020","1,495.96","1,500.44","1,508.82","1,491.50","","-0.20%"
"11/11/2020","1,498.93","1,481.41","1,500.14","1,480.73","","1.49%"
"11/10/2020","1,476.99","1,491.76","1,494.00","1,465.83","","-0.85%"
"11/09/2020","1,489.70","1,486.57","1,518.27","1,485.63","","0.56%"
"11/06/2020","1,481.38","1,474.48","1,485.03","1,468.79","","0.55%"
"11/05/2020","1,473.35","1,440.23","1,477.05","1,438.42","","2.61%"
"11/04/2020","1,435.93","1,407.44","1,443.15","1,403.73","","2.21%"
"11/03/2020","1,404.93","1,375.97","1,408.23","1,375.70","","2.16%"
"11/02/2020","1,375.20","1,368.38","1,386.62","1,365.88","","1.05%"
"10/30/2020","1,360.87","1,382.03","1,382.21","1,352.71","","-1.65%"
"10/29/2020","1,383.66","1,372.09","1,389.28","1,370.08","","0.73%"
"10/28/2020","1,373.65","1,405.69","1,408.82","1,373.01","","-2.50%"
"10/27/2020","1,408.82","1,404.01","1,418.84","1,403.90","","0.33%"
"10/26/2020","1,404.18","1,438.51","1,440.03","1,394.34","","-2.58%"
"10/23/2020","1,441.43","1,436.93","1,442.88","1,433.56","","0.38%"
"10/22/2020","1,436.03","1,430.85","1,436.82","1,419.83","","0.03%"
"10/21/2020","1,435.58","1,446.08","1,449.58","1,434.44","","-0.36%"
"10/20/2020","1,440.83","1,441.27","1,451.45","1,440.24","","-0.10%"
"10/19/2020","1,442.21","1,447.66","1,459.33","1,439.78","","0.08%"
"10/16/2020","1,441.07","1,438.40","1,451.29","1,436.84","","-0.07%"
"10/15/2020","1,442.10","1,447.98","1,449.70","1,424.49","","-0.78%"
"10/14/2020","1,453.51","1,452.96","1,462.86","1,447.52","","-0.10%"
"10/13/2020","1,454.96","1,455.78","1,457.94","1,449.91","","-0.01%"
"10/12/2020","1,455.13","1,444.42","1,458.39","1,443.77","","0.74%"
"10/09/2020","1,444.40","1,421.14","1,445.91","1,420.90","","1.60%"
"10/08/2020","1,421.68","1,410.20","1,424.32","1,409.99","","0.91%"
"10/07/2020","1,408.83","1,387.77","1,411.41","1,387.13","","1.57%"
"10/06/2020","1,387.06","1,390.51","1,405.76","1,384.57","","-0.14%"
"10/05/2020","1,388.99","1,366.12","1,388.99","1,365.39","","2.07%"
"10/02/2020","1,360.81","1,376.46","1,376.60","1,352.07","","-1.14%"
"10/01/2020","1,376.52","1,363.45","1,380.07","1,363.19","","1.00%"
"09/30/2020","1,362.88","1,362.72","1,372.71","1,358.24","","-0.12%"
"09/29/2020","1,364.46","1,360.06","1,368.80","1,357.17","","0.54%"
"09/28/2020","1,357.16","1,337.01","1,362.09","1,335.95","","1.77%"
"09/25/2020","1,333.55","1,315.21","1,335.32","1,312.54","","1.52%"
"09/24/2020","1,313.63","1,317.06","1,323.31","1,303.25","","-0.53%"
"09/23/2020","1,320.66","1,339.91","1,345.80","1,318.63","","-1.40%"
"09/22/2020","1,339.43","1,334.37","1,340.53","1,325.93","","0.35%"
"09/21/2020","1,334.77","1,357.80","1,357.91","1,318.92","","-1.70%"
"09/18/2020","1,357.80","1,358.21","1,369.53","1,346.64","","0.03%"
"09/17/2020","1,357.38","1,366.60","1,367.70","1,347.60","","-1.02%"
"09/16/2020","1,371.33","1,379.60","1,386.97","1,369.76","","-0.55%"
"09/15/2020","1,378.88","1,364.52","1,381.32","1,363.55","","1.01%"
"09/14/2020","1,365.03","1,342.54","1,367.08","1,342.02","","2.06%"
"09/11/2020","1,337.42","1,338.09","1,348.45","1,329.80","","-0.10%"
"09/10/2020","1,338.76","1,353.73","1,363.90","1,334.19","","-0.81%"
"09/09/2020","1,349.64","1,323.72","1,353.79","1,323.49","","1.68%"
"09/08/2020","1,327.37","1,361.17","1,363.74","1,323.92","","-1.82%"
"09/04/2020","1,351.95","1,371.29","1,376.88","1,323.95","","-1.79%"
"09/03/2020","1,376.63","1,438.94","1,441.42","1,370.86","","-4.23%"
"09/02/2020","1,437.43","1,425.13","1,438.92","1,419.74","","0.85%"
"09/01/2020","1,425.37","1,406.10","1,425.40","1,402.65","","1.44%"
"08/31/2020","1,405.11","1,405.10","1,407.62","1,398.67","","0.34%"
"08/28/2020","1,400.28","1,391.38","1,401.68","1,386.71","","0.81%"
"08/27/2020","1,389.01","1,396.65","1,402.82","1,383.30","","-0.57%"
"08/26/2020","1,396.94","1,368.67","1,399.47","1,367.67","","2.08%"
"08/25/2020","1,368.42","1,358.67","1,369.33","1,356.80","","0.95%"
"08/24/2020","1,355.48","1,344.82","1,362.02","1,344.68","","0.86%"
"08/21/2020","1,343.91","1,348.24","1,349.67","1,338.19","","-0.03%"
"08/20/2020","1,344.34","1,342.56","1,347.10","1,331.19","","-0.33%"
"08/19/2020","1,348.75","1,355.05","1,356.29","1,345.69","","-0.38%"
"08/18/2020","1,353.90","1,356.77","1,361.53","1,350.05","","-0.06%"
"08/17/2020","1,354.72","1,339.92","1,355.58","1,339.76","","0.98%"
"08/14/2020","1,341.57","1,348.79","1,349.53","1,338.93","","-0.68%"
"08/13/2020","1,350.82","1,345.75","1,356.86","1,342.29","","0.75%"
"08/12/2020","1,340.83","1,325.60","1,342.16","1,324.41","","1.19%"
"08/11/2020","1,325.07","1,331.10","1,338.54","1,322.90","","-0.14%"
"08/10/2020","1,326.91","1,331.83","1,334.66","1,318.02","","-0.36%"
"08/07/2020","1,331.71","1,341.10","1,344.32","1,322.20","","-0.84%"
"08/06/2020","1,343.01","1,341.18","1,345.69","1,334.30","","0.18%"
"08/05/2020","1,340.61","1,328.16","1,341.87","1,326.54","","1.10%"
"08/04/2020","1,325.98","1,325.70","1,329.60","1,319.26","","0.28%"
"08/03/2020","1,322.23","1,304.93","1,324.53","1,304.12","","1.43%"
"07/31/2020","1,303.58","1,314.25","1,315.29","1,289.50","","-1.00%"
"07/30/2020","1,316.79","1,323.67","1,324.53","1,300.55","","-0.51%"
"07/29/2020","1,323.60","1,302.12","1,327.85","1,300.51","","1.38%"
"07/28/2020","1,305.53","1,314.21","1,315.96","1,304.47","","-0.75%"
"07/27/2020","1,315.45","1,293.58","1,315.53","1,292.71","","1.78%"
"07/24/2020","1,292.47","1,311.07","1,311.65","1,285.13","","-1.42%"
"07/23/2020","1,311.15","1,318.67","1,329.19","1,305.67","","-0.57%"
"07/22/2020","1,318.72","1,319.94","1,325.67","1,314.02","","-0.03%"
"07/21/2020","1,319.07","1,321.04","1,331.14","1,318.23","","0.03%"
"07/20/2020","1,318.63","1,291.55","1,319.96","1,289.59","","2.07%"
"07/17/2020","1,291.90","1,283.06","1,294.07","1,281.92","","0.48%"
"07/16/2020","1,285.68","1,296.80","1,298.72","1,279.33","","-1.23%"
"07/15/2020","1,301.64","1,282.30","1,303.50","1,281.75","","1.68%"
"07/14/2020","1,280.19","1,270.86","1,280.20","1,253.97","","0.52%"
"07/13/2020","1,273.60","1,290.15","1,304.77","1,272.07","","-0.96%"
"07/10/2020","1,285.91","1,287.65","1,289.29","1,278.64","","-0.19%"
"07/09/2020","1,288.40","1,287.51","1,296.62","1,274.14","","0.14%"
"07/08/2020","1,286.59","1,282.32","1,291.63","1,278.45","","0.35%"
"07/07/2020","1,282.06","1,291.86","1,296.03","1,280.87","","-0.87%"
"07/06/2020","1,293.30","1,273.45","1,300.31","1,273.45","","2.22%"
"07/03/2020","1,265.26","1,265.26","1,265.26","1,265.26","","0.00%"
"07/02/2020","1,265.26","1,255.78","1,272.11","1,254.41","","0.66%"
"07/01/2020","1,257.01","1,258.32","1,261.42","1,252.49","","-0.09%"
"06/30/2020","1,258.14","1,242.89","1,260.13","1,240.74","","1.59%"
"06/29/2020","1,238.41","1,234.47","1,240.57","1,222.75","","0.02%"
"06/26/2020","1,238.20","1,243.37","1,254.41","1,233.63","","-0.25%"
"06/25/2020","1,241.36","1,231.02","1,242.12","1,218.64","","0.55%"
"06/24/2020","1,234.59","1,260.93","1,261.52","1,229.66","","-2.11%"
"06/23/2020","1,261.19","1,254.27","1,268.36","1,252.57","","0.74%"
"06/22/2020","1,251.88","1,245.58","1,253.25","1,239.12","","0.73%"
"06/19/2020","1,242.79","1,244.22","1,258.98","1,239.50","","-0.03%"
"06/18/2020","1,243.21","1,245.23","1,246.03","1,237.13","","-0.22%"
"06/17/2020","1,245.94","1,244.60","1,254.03","1,243.02","","0.23%"
"06/16/2020","1,243.04","1,222.27","1,253.35","1,221.43","","2.56%"
"06/15/2020","1,212.05","1,201.92","1,216.42","1,177.59","","0.52%"
"06/12/2020","1,205.83","1,197.95","1,226.54","1,188.95","","0.07%"
"06/11/2020","1,204.96","1,264.86","1,269.26","1,202.62","","-5.17%"
"06/10/2020","1,270.62","1,270.59","1,278.45","1,266.35","","-0.05%"
"06/09/2020","1,271.20","1,274.28","1,277.19","1,264.38","","-0.38%"
"06/08/2020","1,276.08","1,267.73","1,277.28","1,264.63","","0.76%"
"06/05/2020","1,266.42","1,251.90","1,274.94","1,250.00","","1.09%"
"06/04/2020","1,252.76","1,258.40","1,261.14","1,247.08","","-0.57%"
"06/03/2020","1,259.95","1,244.43","1,262.06","1,243.45","","1.46%"
"06/02/2020","1,241.85","1,231.83","1,242.06","1,228.08","","1.00%"
"06/01/2020","1,229.50","1,221.90","1,233.74","1,218.64","","1.02%"
"05/29/2020","1,217.12","1,209.79","1,217.69","1,201.66","","0.49%"
"05/28/2020","1,211.16","1,207.00","1,228.37","1,205.90","","0.48%"
"05/27/2020","1,205.32","1,198.43","1,206.81","1,179.18","","0.46%"
"05/26/2020","1,199.78","1,178.72","1,208.38","1,178.72","","2.18%"
"05/25/2020","1,174.13","1,174.13","1,174.13","1,174.13","","0.00%"
"05/22/2020","1,174.13","1,165.35","1,174.14","1,161.81","","0.48%"
"05/21/2020","1,168.48","1,174.38","1,178.89","1,163.62","","-0.60%"
"05/20/2020","1,175.57","1,157.60","1,182.02","1,154.89","","1.96%"
"05/19/2020","1,153.01","1,151.20","1,166.75","1,149.22","","0.63%"
"05/18/2020","1,145.77","1,106.63","1,149.60","1,105.87","","4.04%"
"05/15/2020","1,101.33","1,089.47","1,101.98","1,083.57","","1.36%"
"05/14/2020","1,086.57","1,090.88","1,091.97","1,059.83","","-0.75%"
"05/13/2020","1,094.76","1,112.64","1,114.54","1,086.36","","-1.76%"
"05/12/2020","1,114.32","1,133.34","1,137.73","1,113.80","","-1.79%"
"05/11/2020","1,134.63","1,133.32","1,138.90","1,122.07","","0.40%"
"05/08/2020","1,130.10","1,117.39","1,131.64","1,116.86","","1.65%"
"05/07/2020","1,111.71","1,093.27","1,117.30","1,092.53","","1.88%"
"05/06/2020","1,091.20","1,083.81","1,098.09","1,083.66","","0.76%"
"05/05/2020","1,083.02","1,065.89","1,091.25","1,065.62","","1.70%"
"05/04/2020","1,064.92","1,063.57","1,065.23","1,048.76","","-0.03%"
"05/01/2020","1,065.21","1,093.24","1,094.01","1,061.03","","-2.98%"
"04/30/2020","1,097.89","1,113.40","1,116.83","1,095.76","","-0.84%"
"04/29/2020","1,107.15","1,072.67","1,110.54","1,072.13","","3.36%"
"04/28/2020","1,071.16","1,068.92","1,085.59","1,064.86","","0.33%"
"04/27/2020","1,067.59","1,042.97","1,069.72","1,042.55","","2.93%"
"04/24/2020","1,037.16","1,027.83","1,039.57","1,024.68","","0.87%"
"04/23/2020","1,028.26","1,022.99","1,039.23","1,022.47","","0.72%"
"04/22/2020","1,020.86","1,003.72","1,023.48","1,002.65","","1.48%"
"04/21/2020","1,005.94","1,031.51","1,032.70","1,001.77","","-2.92%"
"04/20/2020","1,036.25","1,036.57","1,045.88","1,027.13","","-0.08%"
"04/17/2020","1,037.04","1,014.14","1,039.59","1,013.32","","2.64%"
"04/16/2020","1,010.34","996.71","1,010.55","996.44","","1.06%"
"04/15/2020","999.75","1,026.62","1,026.97","993.50","","-2.56%"
"04/14/2020","1,026.01","996.82","1,027.47","995.99","","3.50%"
"04/13/2020","991.34","994.63","994.66","978.40","","-0.21%"
"04/09/2020","993.39","984.38","1,007.28","983.21","","0.98%"
"04/08/2020","983.74","958.86","985.82","957.36","","2.60%"
"04/07/2020","958.84","950.47","984.50","949.74","","1.14%"
"04/06/2020","948.04","884.88","949.71","884.04","","7.46%"
"04/03/2020","882.25","900.96","903.43","877.07","","-2.32%"
"04/02/2020","903.24","904.02","913.35","891.14","","-0.10%"
"04/01/2020","904.17","951.14","952.29","899.67","","-5.10%"
"03/31/2020","952.74","952.09","966.20","948.50","","-0.20%"
"03/30/2020","954.66","936.88","955.69","932.87","","1.49%"
"03/27/2020","940.69","966.04","968.51","931.69","","-2.06%"
"03/26/2020","960.51","916.70","961.97","913.66","","4.87%"
"03/25/2020","915.87","902.62","938.80","897.12","","2.38%"
"03/24/2020","894.56","824.99","894.56","824.74","","9.53%"
"03/23/2020","816.74","824.15","828.88","800.98","","-1.00%"
"03/20/2020","825.00","832.40","864.58","822.64","","-0.61%"
"03/19/2020","830.10","814.38","835.68","791.34","","1.16%"
"03/18/2020","820.62","876.71","877.68","799.68","","-6.10%"
"03/17/2020","873.89","854.48","882.34","838.50","","2.50%"
"03/16/2020","852.61","934.87","936.71","841.15","","-8.69%"
"03/13/2020","933.74","884.83","933.74","884.51","","3.99%"
"03/12/2020","897.88","988.90","990.50","897.57","","-9.95%"
"03/11/2020","997.08","1,036.13","1,037.35","989.14","","-4.20%"
"03/10/2020","1,040.74","1,011.46","1,042.75","1,008.75","","2.73%"
"03/09/2020","1,013.09","1,091.99","1,093.20","1,012.30","","-7.80%"
"03/06/2020","1,098.78","1,127.19","1,128.42","1,083.61","","-2.93%"
"03/05/2020","1,131.89","1,154.78","1,157.18","1,127.20","","-1.81%"
"03/04/2020","1,152.72","1,134.67","1,152.86","1,132.42","","1.72%"
"03/03/2020","1,133.21","1,145.07","1,164.72","1,127.21","","-1.14%"
"03/02/2020","1,146.29","1,126.81","1,146.47","1,117.79","","2.12%"
"02/28/2020","1,122.45","1,127.31","1,128.04","1,093.48","","-0.99%"
"02/27/2020","1,133.62","1,173.61","1,174.67","1,130.40","","-3.75%"
"02/26/2020","1,177.77","1,178.56","1,195.13","1,170.58","","-0.30%"
"02/25/2020","1,181.26","1,206.93","1,215.44","1,179.32","","-2.53%"
"02/24/2020","1,211.97","1,248.55","1,248.76","1,206.44","","-3.09%"
"02/21/2020","1,250.60","1,271.37","1,271.95","1,247.71","","-1.56%"
"02/20/2020","1,270.48","1,274.48","1,276.96","1,258.32","","-0.36%"
"02/19/2020","1,275.07","1,269.96","1,277.60","1,267.43","","0.46%"
"02/18/2020","1,269.22","1,264.15","1,273.23","1,264.15","","-0.98%"
"02/14/2020","1,281.73","1,281.89","1,284.68","1,279.23","","-0.14%"
"02/13/2020","1,283.59","1,280.31","1,284.77","1,271.32","","0.17%"
"02/12/2020","1,281.44","1,271.21","1,281.47","1,269.85","","0.93%"
"02/11/2020","1,269.64","1,256.34","1,272.77","1,256.21","","1.07%"
"02/10/2020","1,256.26","1,252.02","1,256.34","1,247.74","","0.10%"
"02/07/2020","1,255.02","1,271.07","1,272.62","1,253.72","","-1.31%"
"02/06/2020","1,271.67","1,265.22","1,274.22","1,263.31","","0.78%"
"02/05/2020","1,261.81","1,260.27","1,271.52","1,257.79","","0.36%"
"02/04/2020","1,257.34","1,230.00","1,259.42","1,229.16","","2.33%"
"02/03/2020","1,228.71","1,216.44","1,230.72","1,214.75","","0.49%"
"01/31/2020","1,222.68","1,240.14","1,241.12","1,220.89","","-1.36%"
"01/30/2020","1,239.52","1,240.22","1,241.94","1,230.69","","-0.37%"
"01/29/2020","1,244.07","1,248.23","1,253.82","1,244.03","","-0.38%"
"01/28/2020","1,248.79","1,234.80","1,251.07","1,234.04","","0.92%"
"01/27/2020","1,237.36","1,263.53","1,264.26","1,234.56","","-2.35%"
"01/24/2020","1,267.14","1,269.63","1,279.23","1,263.13","","-0.26%"
"01/23/2020","1,270.38","1,265.36","1,270.87","1,262.93","","0.28%"
"01/22/2020","1,266.88","1,265.56","1,275.67","1,265.31","","0.14%"
"01/21/2020","1,265.08","1,268.29","1,268.29","1,263.36","","-0.34%"
"01/17/2020","1,269.36","1,269.42","1,275.76","1,268.12","","0.11%"
"01/16/2020","1,267.98","1,253.77","1,268.01","1,253.14","","1.04%"
"01/15/2020","1,254.91","1,249.52","1,258.46","1,249.32","","0.20%"
"01/14/2020","1,252.44","1,252.25","1,260.55","1,250.66","","0.11%"
"01/13/2020","1,251.12","1,237.33","1,251.34","1,234.75","","1.08%"
"01/10/2020","1,237.70","1,236.04","1,244.27","1,234.83","","0.58%"
"01/09/2020","1,230.54","1,221.98","1,231.89","1,221.66","","1.01%"
"01/08/2020","1,218.21","1,211.30","1,220.74","1,208.89","","0.37%"
"01/07/2020","1,213.71","1,211.10","1,216.56","1,208.53","","0.55%"
"01/06/2020","1,207.13","1,207.09","1,207.39","1,199.48","","-0.30%"
"01/03/2020","1,210.77","1,215.27","1,215.54","1,203.27","","-0.43%"
"01/02/2020","1,216.04","1,216.04","1,216.05","1,201.28","","1.12%"
"12/31/2019","1,202.59","1,200.38","1,205.57","1,199.09","","0.22%"